objid,ra,dec,hubble,petroR90_g,group
J14571415+53090757,224.30896,53.152103,Sb,9.7,train
J16263707+39073917,246.65446,39.127547,Sb,16.88,train
J16265607+39021384,246.73362000000003,39.037178,Sb,17.09,valid
J16340697+37202596,248.52904,37.340544,Sb,24.01,valid
J16253867+40055576,246.41112,40.098822,Sb,10.02,valid
J16261422+39580187,246.55925,39.967186,Sb,14.9,train
J16285800+39190879,247.24167000000003,39.319108,Sb,14.54,train
J16575217+31581969,254.46737,31.972136,Sb,40.83,train
J14585965+53552409,224.74854,53.92335799999999,Sb,56.11,train
J15565009+46245304,239.20871,46.414733,Sb,14.82,train
J16245417+41030281,246.22571,41.050781,Sb,18.73,train
J16250236+40564788,246.25983,40.946633,Sb,19.76,train
J16284226+40072613,247.17608,40.123925,Sb,13.85,train
J16303328+39495065,247.63867,39.830736,Sb,25.09,train
J16420806+36410272,250.53358,36.684089,Sb,27.47,test_expert
J14492232+55213257,222.343,55.359047,Sb,23.95,train
J16052887+42373799,241.37029,42.627219,Sb,37.88,train
J15500763+46112303,237.53179,46.189731,Sb,27.88,test_expert
J15584575+44410222,239.69062,44.68395,Sb,2.95,test_expert
J16324892+37212698,248.20383,37.357494,Sb,19.9,valid
J16095543+43074500,242.48096,43.129167,Sb,12.51,valid
J16160601+41485957,244.02504,41.816547,Sb,14.67,train
J16203923+40585314,245.16346,40.981428,Sb,6.72,valid
J16235439+40083570,245.97662000000003,40.14325,Sb,28.82,train
J16203771+41280090,245.15712,41.466917,Sb,17.02,train
J16285017+39500630,247.20904,39.835083,Sb,24.18,valid
J16285178+40210535,247.21575,40.351486,Sb,7.4,train
J16415146+37070931,250.46442,37.119253,Sb,5.58,train
J23345053-01121749,353.71054,-1.204858,Sb,12.29,valid
J00551361-01043381,13.80671,-1.076058,Sb,15.16,train
J00565689-01124270,14.23704,-1.211861,Sb,61.6,train
J01011681-01055188,15.32004,-1.097744,Sb,29.17,train
J01574624-01122990,29.44267,-1.208306,Sb,9.85,valid
J02531983-01080012,43.33262,-1.133367,Sb,13.66,test_expert
J03003750-01073440,45.15625,-1.1262219999999998,Sb,6.83,valid
J03240650-01032836,51.02708,-1.057878,Sb,15.92,train
J03273080-01073985,51.87833,-1.127736,Sb,16.031,train
J23412593-00394388,355.35804,-0.662189,Sb,5.73,train
J23533101-00442458,358.37921,-0.740161,Sb,9.17,valid
J00060391-00433712,1.51629,-0.726978,Sb,13.74,valid
J00385592-00482182,9.733,-0.8060609999999999,Sb,24.04,train
J01214720-00464396,20.44667,-0.778878,Sb,10.46,valid
J01330198-00412344,23.25825,-0.689844,Sb,37.87,valid
J02093945-00450614,32.41437,-0.751706,Sb,15.87,test_expert
J02110829-00391722,32.78454,-0.654783,Sb,9.33,train
J02110635-00392056,32.77646,-0.6557109999999999,Sb,17.56,train
J02111246-00493343,32.80192,-0.825953,Sb,16.94,train
J02243872-00475724,36.16133,-0.799233,Sb,9.46,test_expert
J02462728-00393057,41.61367,-0.658492,Sb,20.2,test_expert
J02494933-00473660,42.45554,-0.7935,Sb,15.46,train
J03084663-00435918,47.19429,-0.733106,Sb,60.1,train
J03144227-00442808,48.67612,-0.741133,Sb,54.62,test_expert
J03175443-00411183,49.47679,-0.686619,Sb,9.65,train
J03244077-00405335,51.16987,-0.6814859999999999,Sb,17.57,train
J03255530-00395579,51.48042,-0.665497,Sb,16.8,train
J00105194-00220638,2.7164200000000003,-0.368439,Sb,14.83,train
J00155824-00181268,3.99267,-0.303522,Sb,19.84,valid
J00403785-00195049,10.15771,-0.330692,Sb,58.11,train
J01172536-00202483,19.35567,-0.340231,Sb,20.06,valid
J01201534-00200900,20.06392,-0.335833,Sb,35.1,train
J01231371-00230714,20.80712,-0.385317,Sb,68.2,valid
J01365846-00235849,24.24358,-0.399581,Sb,12.72,train
J02000487-00164492,30.020290000000006,-0.279144,Sb,14.55,valid
J01594676-00165764,29.94483,-0.28267800000000004,Sb,21.07,valid
J02194113-00152046,34.92137,-0.255683,Sb,5.37,valid
J02472782-00170651,41.86592,-0.285142,Sb,35.97,train
J02472846-00160565,41.86858,-0.26823600000000003,Sb,16.69,valid
J02501798-00212028,42.57492,-0.355633,Sb,13.44,train
J23302567+00092412,352.60696,0.1567,Sb,48.91,train
J00382121+00062013,9.58837,0.105592,Sb,16.25,valid
J00382813+00072078,9.61721,0.122439,Sb,41.43,train
J01132721+00090891,18.36337,0.152475,Sb,20.23,train
J02083888+00074253,32.162,0.12848099999999998,Sb,24.63,train
J03120912+00015288,48.038,0.031356,Sb,5.77,train
J03265014+00115499,51.70892,0.198608,Sb,10.36,train
J00245544+00314875,6.231,0.530208,Sb,14.27,valid
J00270383+00273723,6.7659600000000015,0.460342,Sb,12.3,train
J00504273+00255837,12.67804,0.432881,Sb,19.0,train
J01162361+00264477,19.098370000000006,0.445769,Sb,11.12,test_expert
J01193511+00280164,19.89629,0.467122,Sb,25.34,train
J02384013+00290323,39.66721,0.484231,Sb,20.77,valid
J03053635+00273674,46.40146,0.4602060000000001,Sb,21.25,test_expert
J03075227+00283485,46.96779,0.476347,Sb,42.04,train
J03435245+00365169,55.96854,0.614358,Sb,44.59,valid
J23164838+00594887,349.20158,0.996908,Sb,20.54,train
J23191901+00564502,349.82921,0.945839,Sb,20.47,train
J23192957+01005826,349.8732100000001,1.016183,Sb,8.89,test_expert
J23330249+00531393,353.26037,0.8872030000000001,Sb,11.69,train
J01045216+00512264,16.21733,0.856289,Sb,10.07,train
J01244892+00543610,21.20383,0.910028,Sb,11.17,train
J02260125+01010510,36.50521,1.018083,Sb,16.59,train
J02314318+00541590,37.92992,0.904417,Sb,21.96,train
J02541455+01014493,43.56062,1.029147,Sb,53.86,train
J03011982+00515554,45.33258,0.8654280000000001,Sb,16.39,train
J03141697+00542159,48.57071,0.905997,Sb,15.25,train
J22422989-00233447,340.62454,-0.392908,Sb,24.6,test_expert
J22582751-00160125,344.61462,-0.267014,Sb,31.55,train
J22590617-00174655,344.77571,-0.296264,Sb,31.17,train
J21534270+00082360,328.4279200000001,0.139889,Sb,9.55,train
J22115292+00063141,332.9705,0.108725,Sb,30.28,train
J21504234+00544303,327.67642,0.911953,Sb,25.72,train
J21560601+00515899,329.02504,0.8663860000000001,Sb,9.65,test_expert
J22341235+00593206,338.55146,0.992239,Sb,8.45,train
J09541988+40063825,148.58283,40.110625,Sb,9.57,train
J08323295+29561714,128.13728999999998,29.938094,Sb,10.84,train
J08373434+30491500,129.39308,30.820833,Sb,19.55,train
J08383399+30475525,129.64162,30.798681,Sb,41.23,test_expert
J09143718+36061318,138.65492,36.103661,Sb,20.38,train
J07590285+24093823,119.76187,24.160619,Sb,17.51,train
J09001816+34401482,135.07567,34.670783,Sb,23.31,train
J09562910+41072104,149.12125,41.122511,Sb,6.78,train
J08452578+32565768,131.35742,32.949356,Sb,17.78,test_expert
J09070477+36064664,136.76987,36.112956,Sb,11.12,train
J07473371+22530906,116.89046,22.88585,Sb,15.85,test_expert
J09222939+38575817,140.62246000000002,38.966158,Sb,20.19,train
J10154285+43593310,153.92854,43.992528,Sb,20.19,valid
J09275235+07150536,141.96812,7.251489,Sb,21.91,test_expert
J07524349+24071984,118.18121,24.122178,Sb,15.52,test_expert
J09444678+07135679,146.19492,7.232442,Sb,32.93,train
J09530179+07273640,148.25746,7.460111,Sb,6.34,train
J10211271+08065013,155.30296,8.113925,Sb,58.54,train
J09530264+07502933,148.261,7.841481,Sb,21.18,valid
J10372180+09461425,159.34083,9.770625,Sb,16.38,valid
J11424200+08522469,175.675,8.873525,Sb,37.65,test_expert
J11431969+08575439,175.83203999999995,8.965108,Sb,8.99,train
J11433467+08563287,175.89446,8.942464,Sb,52.83,train
J12085163+09075389,182.21512,9.131636,Sb,17.25,valid
J12202655+09252730,185.11062,9.42425,Sb,17.32,train
J12293801+09294336,187.40837,9.495378,Sb,59.1,train
J11092745+09463233,167.36437,9.775647,Sb,46.43,train
J11334413+10051913,173.43386999999996,10.088647,Sb,15.01,train
J11360997+10032001,174.04154,10.055558,Sb,58.02,train
J11422373+10155089,175.59887,10.264136,Sb,19.5,test_expert
J11434176+10144383,175.924,10.245508,Sb,14.31,train
J12063013+10175122,181.62554,10.297561,Sb,16.78,test_expert
J12192941+10202544,184.87254,10.3404,Sb,7.6,train
J11035861+10062284,165.99421,10.106344,Sb,16.11,valid
J12051145+10401420,181.29771,10.670611,Sb,12.89,train
J12112035+10434443,182.83479,10.729008,Sb,11.56,train
J12162144+10481568,184.08933,10.804356,Sb,8.27,train
J12043858+11030041,181.16075,11.050114,Sb,18.3,test_expert
J12205467+11094250,185.22779,11.161806,Sb,59.87,train
J09444034+39230706,146.16808,39.385294,Sb,30.05,train
J09475052+39320228,146.9605,39.533967,Sb,19.36,test_expert
J10324982+43102625,158.20758,43.173958,Sb,12.42,train
J10363677+43302446,159.15321,43.506794,Sb,11.98,train
J11010270+44531786,165.26125,44.888294,Sb,19.7,train
J09082638+35375509,137.10992,35.631969,Sb,4.51,test_expert
J09142274+36185712,138.59475,36.315867,Sb,7.75,valid
J09442113+39495945,146.08803999999995,39.833181,Sb,14.37,train
J10301152+43263568,157.548,43.443244,Sb,7.45,test_expert
J10541007+44553400,163.54196000000005,44.926111,Sb,25.87,train
J08570403+34294091,134.26679,34.494696999999995,Sb,9.12,train
J09520402+40512947,148.01675,40.858186,Sb,24.25,train
J11013398+45391394,165.39158,45.653872,Sb,16.171,train
J08011274+25332303,120.30308,25.556397,Sb,14.83,train
J08032012+25484108,120.83383,25.811411,Sb,16.5,valid
J08245753+29532086,126.23971,29.889128000000003,Sb,16.91,train
J10025627+42240445,150.73446,42.401236,Sb,13.89,train
J10404461+45093997,160.18587,45.161103,Sb,10.1,train
J11592000+47424150,179.83333000000005,47.711528,Sb,15.81,valid
J08000448+25395342,120.01867,25.664839,Sb,10.75,valid
J09121852+37405718,138.07717,37.68255,Sb,7.46,test_expert
J10335072+45063505,158.46133,45.109736,Sb,42.34,test_expert
J11275491+47234613,171.97879,47.396147,Sb,21.14,test_expert
J10522596+10325010,163.10817,10.54725,Sb,16.351,train
J09105878+07521889,137.74492,7.871914,Sb,11.33,train
J09244054+08151576,141.16892,8.254377999999999,Sb,13.18,train
J09383446+08531650,144.64358,8.887917,Sb,10.44,train
J10543509+11004660,163.64621,11.012944,Sb,14.32,test_expert
J08490787+07222314,132.28278999999998,7.373094,Sb,30.19,test_expert
J08575296+07445920,134.47066999999998,7.749778,Sb,16.48,train
J09125730+08222309,138.23875,8.373080999999999,Sb,9.46,train
J09594245+09570713,149.92687,9.951981,Sb,16.55,valid
J10270088+10431325,156.75367,10.720347,Sb,11.33,train
J10035680+10302812,150.98667,10.507811,Sb,12.85,train
J10092012+10463591,152.33383,10.776642,Sb,20.42,train
J10272197+11044789,156.84153999999995,11.079969,Sb,22.67,train
J09340013+10014631,143.50054,10.029531,Sb,24.18,train
J10532141+12050730,163.33921,12.085361,Sb,21.25,train
J09411657+10384914,145.31904,10.646983,Sb,13.27,train
J10002085+11200899,150.08687,11.335831,Sb,28.06,train
J10005699+11105558,150.23746,11.182106,Sb,38.66,train
J10213360+11574403,155.39,11.962231,Sb,22.7,valid
J10263610+12022467,156.65042,12.040186,Sb,39.58,train
J10321692+12032187,158.0705,12.056075,Sb,14.25,train
J10391315+12113095,159.80479,12.191931,Sb,13.01,train
J09183395+34173814,139.64146000000002,34.293928,Sb,11.86,valid
J09392238+36342854,144.84325,36.574594,Sb,12.52,train
J07491292+20204410,117.30383,20.345583,Sb,19.27,test_expert
J08285624+27444848,127.23433,27.7468,Sb,20.49,train
J09053908+33002465,136.41283,33.006847,Sb,14.61,train
J07520590+21353072,118.02458,21.591867,Sb,11.34,train
J07591382+22490410,119.80758,22.817806,Sb,13.08,test_expert
J08101073+24523194,122.54471,24.875539,Sb,17.41,valid
J08162536+25592888,124.10567,25.991356,Sb,26.5,train
J09392560+37355720,144.85667,37.599222,Sb,32.35,test_expert
J07584220+23212725,119.67583,23.357569,Sb,22.43,valid
J08065731+25005059,121.73879,25.014053,Sb,11.08,train
J08435503+31274979,130.97929,31.463831,Sb,24.33,test_expert
J07595348+23232424,119.97283,23.390067,Sb,18.79,valid
J08072758+25080247,121.86492,25.134019,Sb,29.33,train
J08401566+28504446,130.06525,28.845683,Sb,30.98,test_expert
J08561178+31075531,134.04908,31.132031,Sb,13.23,test_expert
J09183561+34331156,139.64837,34.553211,Sb,26.42,test_expert
J09371222+36371270,144.30092,36.620194,Sb,9.29,valid
J09220519+35252991,140.52161999999998,35.424975,Sb,14.93,train
J09234659+35290025,140.94412,35.483403,Sb,14.99,test_expert
J09293305+36105074,142.38771,36.180761,Sb,12.32,train
J08573486+32393800,134.39525,32.660556,Sb,11.23,test_expert
J09134539+34501436,138.43912,34.837322,Sb,18.81,train
J08284853+28551378,127.20221,28.920494,Sb,18.46,train
J09492890+39125342,147.37042,39.21483900000001,Sb,7.57,train
J09495287+09054474,147.47028999999995,9.095761,Sb,30.49,train
J10054039+09351246,151.41828999999996,9.586794,Sb,18.32,train
J09464557+09155171,146.68986999999996,9.264364,Sb,16.98,train
J08073198+05320316,121.88325,5.534211,Sb,21.84,train
J09574744+10013762,149.44767,10.027117,Sb,10.73,train
J08061967+06001498,121.58196,6.004161,Sb,12.14,train
J08110476+06175496,122.76983,6.2986,Sb,15.07,train
J09270661+09331944,141.77754,9.5554,Sb,22.6,train
J09401110+09570423,145.04625,9.951175,Sb,27.22,train
J09560397+10295582,149.01654,10.498839,Sb,16.59,test_expert
J08432471+08044688,130.85296,8.079689,Sb,15.21,test_expert
J09340278+10063129,143.51158,10.108692,Sb,13.25,valid
J09364106+10141595,144.17108000000005,10.237764,Sb,2.2,train
J10052748+11071543,151.3645,11.120953,Sb,14.42,test_expert
J10100024+11545961,152.501,11.916558,Sb,76.51,train
J08055107+06242382,121.46278999999998,6.406617,Sb,14.59,train
J08531133+09085335,133.29721,9.148153,Sb,39.01,train
J09413208+11244480,145.38367,11.412444,Sb,20.7,train
J10163839+12343851,154.15996,12.577364,Sb,26.74,train
J08275078+08053815,126.96158,8.093931,Sb,9.53,test_expert
J09031740+10010053,135.8225,10.016814,Sb,17.49,valid
J09561879+12254547,149.07828999999995,12.429297,Sb,9.49,valid
J10230268+13135896,155.76117,13.233044,Sb,20.44,train
J08283283+08440162,127.13679,8.733783,Sb,17.61,train
J09292921+11384307,142.37171,11.645297,Sb,14.21,test_expert
J10032422+12572791,150.85092,12.957753,Sb,10.3,train
J09002591+29474593,135.10796000000002,29.796092,Sb,9.09,valid
J08572727+29512386,134.36362,29.856628000000004,Sb,11.27,train
J08003770+21302757,120.15708,21.507658,Sb,17.73,train
J08155909+23115856,123.99621,23.1996,Sb,29.63,train
J08162827+23483895,124.11779,23.810819,Sb,11.23,train
J08323515+26261873,128.14646000000002,26.438536,Sb,20.68,train
J08514861+29164614,132.95254,29.279483000000006,Sb,13.63,train
J08564765+29550692,134.19853999999998,29.918589,Sb,32.28,train
J07560664+20454426,119.02767,20.762294,Sb,8.3,test_expert
J08065392+22503095,121.72467,22.841931,Sb,26.59,test_expert
J09093238+32032419,137.38492,32.056719,Sb,11.64,train
J08242680+26101462,126.11167,26.170728,Sb,9.3,train
J09093347+32302282,137.38946,32.506339000000004,Sb,35.46,train
J09482905+34490255,147.12104,34.817375,Sb,20.65,valid
J09324533+33382184,143.18887,33.6394,Sb,19.39,train
J10114353+37130737,152.93137,37.218714,Sb,14.43,valid
J10444605+39242987,161.19187,39.408297,Sb,12.77,test_expert
J09193276+32391314,139.8865,32.65365,Sb,12.27,train
J09272487+33415443,141.85362,33.698453,Sb,22.45,valid
J09384724+34550149,144.69683,34.917081,Sb,17.52,train
J09384450+34433635,144.68542,34.726764,Sb,13.64,valid
J09563782+36361030,149.15758,36.602861,Sb,9.62,valid
J10033942+36595693,150.91425,36.999147,Sb,14.76,test_expert
J10043845+37043686,151.16021,37.076906,Sb,11.2,test_expert
J10081911+37290347,152.07962,37.484297,Sb,40.83,train
J10432953+39411461,160.87304,39.687392,Sb,12.57,train
J09544005+36403916,148.66687,36.677544,Sb,10.62,train
J09192416+33372640,139.85067,33.624,Sb,13.77,train
J09373130+35352699,144.38042,35.590831,Sb,11.32,train
J10502159+41275054,162.58996000000005,41.464039,Sb,13.08,train
J12553527+48282522,193.89696,48.473672,Sb,13.71,test_expert
J13003043+48183046,195.12679,48.308461,Sb,23.2,train
J13570472+46155103,209.26967,46.264175,Sb,29.57,train
J13194675+48122371,199.94479,48.206586,Sb,31.96,test_expert
J12433183+49524210,190.88262,49.878361,Sb,9.68,train
J13030278+49404307,195.76158,49.678631,Sb,12.84,train
J13111586+49174959,197.81608,49.297108,Sb,6.43,valid
J12490635+50200946,192.27646,50.335961,Sb,9.16,train
J13103336+49530262,197.639,49.884061,Sb,12.64,train
J13515987+48071424,207.99946,48.120622,Sb,10.74,train
J12584811+50322564,194.70046,50.540456,Sb,14.03,train
J15071812+40391145,226.8255,40.653181,Sb,33.25,train
J14272867+45003209,216.86946,45.008914,Sb,17.97,train
J15131557+40310750,228.31487,40.51875,Sb,12.94,train
J14462502+43495674,221.60425,43.832428,Sb,11.96,valid
J15024327+43162863,225.68029,43.274619,Sb,13.21,valid
J10454933+43541013,161.45553999999996,43.902814,Sb,26.17,train
J10521949+44102174,163.08121,44.172706,Sb,12.1,test_expert
J11371628+45452663,174.31783,45.757397,Sb,51.58,train
J11033842+45104787,165.91008,45.179964,Sb,17.45,train
J11042742+45074284,166.11425,45.128567,Sb,5.58,train
J11043695+45073068,166.15396,45.125189,Sb,27.1,train
J11343306+46095883,173.63775,46.166342,Sb,11.28,train
J12163885+46502304,184.16187,46.839733,Sb,9.58,test_expert
J13094121+46012397,197.42171,46.023325,Sb,17.22,train
J11064245+45445263,166.67687,45.747953,Sb,8.68,valid
J12091411+47033018,182.30879,47.058383,Sb,10.7,valid
J12554131+46464537,193.92212,46.779269,Sb,33.63,train
J10300961+44072083,157.54004,44.122453,Sb,21.68,test_expert
J11001139+45441616,165.04746,45.737822,Sb,65.33,test_expert
J11063736+46021968,166.65567,46.0388,Sb,10.36,valid
J11495093+47264097,177.46221,47.44471400000001,Sb,11.43,train
J12010891+47252634,180.28712,47.423983,Sb,13.26,test_expert
J12131839+47382610,183.32662,47.640583,Sb,10.95,test_expert
J12382879+47332116,189.61996,47.555878,Sb,10.61,valid
J11013759+46175570,165.40662,46.298806,Sb,7.91,train
J11075039+46415853,166.95996,46.699592,Sb,8.66,train
J11170848+46564651,169.28533000000004,46.94625300000001,Sb,13.89,train
J11230131+47030872,170.75546,47.052422,Sb,7.47,valid
J12033967+48014492,180.91529,48.029144,Sb,12.11,train
J12331108+48025850,188.29617,48.049583,Sb,22.31,train
J12361477+47531912,189.06154,47.888644,Sb,18.46,train
J12505951+47401756,192.74796,47.671544,Sb,40.5,valid
J10455998+45553999,161.49992,45.927775,Sb,32.82,test_expert
J13442641+44162006,206.11004,44.272239,Sb,1.78,valid
J14290835+41495078,217.28479,41.830772,Sb,13.92,valid
J14363994+41093731,219.16642,41.160364,Sb,16.2,train
J13503452+44504501,207.64383,44.845836,Sb,19.1,test_expert
J14432704+41101503,220.86267,41.170842,Sb,6.36,train
J13435706+45371252,205.98775,45.620144,Sb,10.07,test_expert
J14132430+43504161,213.35125,43.844892,Sb,12.62,train
J14134003+43515972,213.41679,43.86658900000001,Sb,25.22,valid
J15052954+39564013,226.37308,39.944481,Sb,10.93,train
J15063607+39410908,226.65029,39.685856,Sb,10.42,train
J14074171+45150180,211.92379,45.2505,Sb,13.23,train
J10100448+36300889,152.51867,36.502469,Sb,14.69,train
J10263859+37462888,156.66079,37.774689,Sb,12.79,test_expert
J10415074+38430049,160.46142,38.71680300000001,Sb,30.87,valid
J09131635+31213040,138.31812,31.358444,Sb,73.8,test_expert
J09493147+35155283,147.38111999999995,35.264675,Sb,11.37,train
J10001671+36080024,150.06962,36.1334,Sb,9.79,train
J10351049+38421996,158.79371,38.705544,Sb,4.09,valid
J10431011+39021916,160.79211999999995,39.038656,Sb,22.62,train
J10214793+38075402,155.44971,38.131672,Sb,10.93,train
J09200186+33060725,140.00775,33.102014000000004,Sb,14.46,train
J09090102+32165892,137.25425,32.283033,Sb,37.5,train
J09200858+33394200,140.03575,33.661667,Sb,9.16,train
J09554292+37003375,148.92883,37.009375,Sb,21.26,train
J09555472+37134078,148.97799999999995,37.227994,Sb,17.04,valid
J09573922+37194915,149.41342,37.330319,Sb,8.97,train
J10322824+39550643,158.11767,39.918453,Sb,18.57,train
J10361244+40031240,159.05183,40.053444,Sb,8.79,train
J09083845+32353461,137.16021,32.592946999999995,Sb,9.53,train
J09134091+33192956,138.42046000000002,33.324878000000005,Sb,13.4,test_expert
J09543941+37243092,148.66421,37.408589,Sb,16.53,valid
J10083684+38384931,152.1535,38.647031,Sb,13.92,train
J14101513+53200720,212.56304,53.335333,Sb,15.05,train
J15022536+48523968,225.60567000000003,48.877689,Sb,25.88,valid
J15045941+48384785,226.24754,48.646625,Sb,16.43,train
J15041916+48365306,226.07983,48.614739,Sb,10.26,valid
J13292750+55431641,202.36458,55.721225,Sb,10.24,train
J13383992+55270083,204.66633,55.450231,Sb,14.45,train
J13463892+55053241,206.66217,55.092336,Sb,9.03,test_expert
J14330724+52000700,218.28017000000003,52.001944,Sb,13.87,train
J15295956+45544848,232.49817,45.913467,Sb,13.57,train
J15395989+44275761,234.99954,44.466003,Sb,35.84,test_expert
J15432450+44071854,235.85208,44.121817,Sb,13.67,train
J15492525+42575365,237.35521,42.964903,Sb,13.25,train
J16121276+38542376,243.05317,38.9066,Sb,13.84,valid
J16213453+37102839,245.39387,37.174553,Sb,15.18,test_expert
J13043473+56590721,196.14471,56.985336,Sb,7.45,train
J13413922+55401422,205.41342,55.67061700000001,Sb,14.58,train
J14303118+52422610,217.62992000000003,52.70725,Sb,12.05,valid
J16033899+41091101,240.91246,41.153058,Sb,9.96,train
J16091663+40082422,242.31929,40.140061,Sb,14.33,test_expert
J16200952+37475355,245.03967000000003,37.798208,Sb,16.09,train
J16220601+37230756,245.52504,37.385433,Sb,9.21,train
J16232106+37153019,245.83775,37.258386,Sb,34.1,valid
J16431324+32404055,250.80517000000003,32.677931,Sb,24.18,test_expert
J16510366+30394904,252.76525,30.663622,Sb,24.48,valid
J14192718+54060137,214.86325,54.10038100000001,Sb,18.98,train
J15251120+47393315,231.29667,47.659208,Sb,47.76,train
J16522957+30431616,253.12321,30.721156,Sb,9.16,train
J16542206+30093747,253.59192,30.160408,Sb,20.4,train
J14112909+55071886,212.87121,55.121906,Sb,16.24,train
J16142762+40240734,243.61508,40.402039,Sb,30.5,valid
J16252324+37554798,246.34683,37.929994,Sb,19.53,train
J13071357+58080625,196.80654,58.135069,Sb,15.81,train
J11375358+55594175,174.47325,55.99493100000001,Sb,65.96,train
J12590364+55575760,194.76517,55.966,Sb,25.82,train
J14135704+52455231,213.48767,52.76453100000001,Sb,37.98,valid
J12095263+56444166,182.46929,56.74490600000001,Sb,12.47,valid
J13380145+55111582,204.50604,55.187728,Sb,6.77,train
J14594586+49301410,224.94108,49.503917,Sb,26.59,train
J15000432+49230511,225.018,49.384753,Sb,11.43,train
J11310722+56312991,172.78008,56.524975,Sb,21.05,train
J14291795+52395631,217.32479,52.66564200000001,Sb,18.32,valid
J13460277+55425571,206.51154,55.715475,Sb,58.03,test_expert
J14515732+51155376,222.98883,51.264933,Sb,20.92,train
J14121007+54441079,213.04196,54.73633100000001,Sb,18.05,test_expert
J11553883+58210612,178.91179,58.3517,Sb,15.0,train
J12213750+58294824,185.40625,58.496733,Sb,15.73,train
J13453893+56365967,206.41221,56.616575,Sb,15.05,test_expert
J14091978+55165667,212.33242,55.282408,Sb,40.99,valid
J14193642+54424888,214.90175,54.71357800000001,Sb,12.78,train
J14311920+53550989,217.83,53.919414,Sb,8.33,train
J14310300+53581859,217.7625,53.97183100000001,Sb,25.62,train
J14011086+43350082,210.29525,43.583561,Sb,10.04,train
J13054657+46274243,196.44404,46.461786,Sb,28.76,train
J13091125+46185841,197.29687,46.316225,Sb,7.51,test_expert
J13171256+46010855,199.30233,46.019042,Sb,21.16,test_expert
J13111514+46420237,197.81308,46.700658,Sb,10.18,train
J14513889+40355696,222.91204,40.599156,Sb,38.63,test_expert
J12341097+47442866,188.54571,47.741294,Sb,12.15,valid
J13420835+45572396,205.53479,45.956656,Sb,9.51,test_expert
J14453806+41324769,221.40858,41.546581,Sb,21.68,test_expert
J14191051+44081570,214.79379,44.137694,Sb,13.97,train
J14593261+40442906,224.88587,40.741406,Sb,14.52,train
J12252480+48384087,186.35333,48.644686,Sb,13.95,train
J13131388+47562073,198.30783,47.939092,Sb,10.3,valid
J13194627+47425597,199.94279,47.715547,Sb,34.07,test_expert
J13415853+46522766,205.49387,46.87435,Sb,14.37,train
J15381420+34151080,234.55917,34.253,Sb,14.49,train
J15413832+34113001,235.40967,34.191669,Sb,44.24,train
J16061027+30185359,241.54279,30.314886,Sb,31.37,valid
J16310611+25571957,247.77546,25.955436,Sb,17.1,train
J16013769+31431842,240.40704,31.721783,Sb,11.04,train
J15071927+39264588,226.83029,39.446078,Sb,12.81,train
J15180164+38130121,229.50683,38.21700300000001,Sb,13.4,train
J16545823+22085434,253.74262,22.148428,Sb,17.48,valid
J15403748+35461718,235.15617000000003,35.771439,Sb,24.48,train
J11380799+11114692,174.53329,11.196367,Sb,11.45,train
J11550225+11185920,178.75937,11.316444,Sb,9.27,train
J12091853+11254875,182.32721,11.430208,Sb,38.68,train
J11420663+11321607,175.52761999999996,11.537797,Sb,25.65,train
J12331369+12144921,188.30704,12.247003,Sb,15.85,test_expert
J11511185+12243883,177.79936999999995,12.410786,Sb,13.51,train
J12160004+12411430,184.00017,12.687306,Sb,16.05,valid
J11010857+12195941,165.28571000000005,12.333169,Sb,15.71,train
J11492100+12584802,177.3375,12.980006,Sb,19.9,train
J12130787+12550560,183.28279,12.918222,Sb,37.02,train
J12232422+12564781,185.85092,12.946614,Sb,9.64,train
J12340351+13004139,188.51462,13.011497,Sb,16.2,train
J11032331+12491401,165.84712,12.820558,Sb,13.45,train
J11490503+13214064,177.27096,13.361289,Sb,13.17,train
J13285600+10524254,202.23333,10.878483,Sb,19.21,valid
J12354118+11400179,188.92158,11.667164,Sb,9.52,train
J13100268+11270682,197.51117,11.451894,Sb,13.3,train
J13315104+11150233,202.96267,11.250647,Sb,13.66,valid
J13344637+11285266,203.69321,11.481294,Sb,23.11,train
J13025689+12525010,195.73704,12.880583,Sb,8.34,test_expert
J13322965+12490264,203.12354,12.8174,Sb,11.64,valid
J10294463+40293782,157.43596000000005,40.493839,Sb,16.42,train
J11575578+43493346,179.48242,43.825961,Sb,46.77,valid
J13125991+43121576,198.24962,43.20437800000001,Sb,11.7,train
J14574202+36382210,224.42508,36.639472,Sb,23.21,valid
J10291061+40550192,157.29421000000005,40.9172,Sb,9.36,train
J12344068+44234397,188.6695,44.395547,Sb,6.33,test_expert
J13083374+43454757,197.14058,43.76321400000001,Sb,6.76,train
J15340050+32491013,233.50208,32.819481,Sb,22.44,train
J15390454+32153755,234.76892,32.260431,Sb,11.44,test_expert
J10595472+43085162,164.97799999999995,43.147672,Sb,72.53,train
J11300772+44074303,172.53217,44.128619,Sb,8.91,train
J11303996+44093215,172.6665,44.158931,Sb,28.37,train
J11410178+44291035,175.25742,44.48620800000001,Sb,13.92,train
J12241399+44561543,186.05829,44.937619,Sb,67.87,valid
J13114109+44101611,197.92121,44.171142,Sb,13.81,train
J14303021+40010443,217.62587,40.017897,Sb,17.2,valid
J15232534+34465984,230.85558,34.783289,Sb,10.85,train
J11071139+43451307,166.79746,43.753631,Sb,13.43,train
J11082312+43580271,167.09633,43.967419,Sb,11.23,train
